Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Canada Inc.
Statement,Data,BrokerAddress,"1800 McGill College Avenue, Suite 2106, Montreal, Quebec, Canada  H3A 3J6"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"June 12, 2023"
Statement,Data,WhenGenerated,"2023-06-13, 07:04:08 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,John Smith
Account Information,Data,Account Alias,RRSP
Account Information,Data,Account,U1234567
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Registered Retirement Savings Plan
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,3627.065160875,4338.437672052,0,4338.437672052,711.372511177
Net Asset Value,Data,Stock,322389,324378,0,324378,1989
Net Asset Value,Data,Options,-51207.25,5024.65,-58716.82,-53692.17,-2484.92
Net Asset Value,Data,Dividend Accruals,275,192,0,192,-83
Net Asset Value,Data,Total,275083.815160875,333933.087672052,-58716.82,275216.267672052,132.452511177
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.048149874%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,275083.815160875
Change in NAV,Data,Mark-to-Market,113.07999368
Change in NAV,Data,Dividends,108
Change in NAV,Data,Change in Dividend Accruals,-83
Change in NAV,Data,Commissions,-5.6274825
Change in NAV,Data,Ending Value,275216.267672052
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Month & Year to Date Performance Summary,Data,Stocks,BOH,BANK OF HAWAII CORP,667.47857875,448.1083215,448.10832175,448.10832175,0,0
Month & Year to Date Performance Summary,Data,Stocks,BX,BLACKSTONE INC,425,320.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,C,CITIGROUP INC,413,298.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,CF,CF INDUSTRIES HOLDINGS INC,0,-580.0777,0,-2892.637007,0,0
Month & Year to Date Performance Summary,Data,Stocks,CMA,COMERICA INC,-90.37025725,-90.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,CMRE,COSTAMARE INC,0,109.818725,0,-3248.843164,0,0
Month & Year to Date Performance Summary,Data,Stocks,CPG,CRESCENT POINT ENERGY CORP,0,267.7057285,0,-482.8458155,0,0
Month & Year to Date Performance Summary,Data,Stocks,CSCO,CISCO SYSTEMS INC,0,-290.42075725,0,399.871913,0,0
Month & Year to Date Performance Summary,Data,Stocks,CVE,CENOVUS ENERGY INC,142,-528.76,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,CWH,CAMPING WORLD HOLDINGS INC-A,-19.37025725,-19.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,DKS,DICK'S SPORTING GOODS INC,1578,-1116.7405145,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,EBAY,EBAY INC,258,82.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,EGY,VAALCO ENERGY INC,0,-447.9093,0,-3832.80677,0,0
Month & Year to Date Performance Summary,Data,Stocks,EOG,EOG RESOURCES INC,0,-932.289758,0,118.241329,0,0
Month & Year to Date Performance Summary,Data,Stocks,EQT,EQT CORP,369,540.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,FDX,FEDEX CORPORATION,-6298.1385,-1705.1385,3873.744617,3873.744617,0,0
Month & Year to Date Performance Summary,Data,Stocks,FL,FOOT LOCKER INC,0,-1215.0215145,0,315.557224,0,0
Month & Year to Date Performance Summary,Data,Stocks,GM,GENERAL MOTORS CO,0,-620.40875725,0,59.534305,0,0
Month & Year to Date Performance Summary,Data,Stocks,HAS,HASBRO INC,243,-197.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,HP,HELMERICH & PAYNE,649,-2599.8405145,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,HPQ,HP INC,276,819,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,JWN,NORDSTROM INC,982,807.1594855,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,KLIC,KULICKE & SOFFA INDUSTRIES,0,-7.11526,0,-1003.139358,0,0
Month & Year to Date Performance Summary,Data,Stocks,KSS,KOHLS CORP,-32.0289,-171.39915725,71.547401,71.547401,0,0
Month & Year to Date Performance Summary,Data,Stocks,M,MACYS INC,62.1594855,62.1594855,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,METC,RAMACO RESOURCES INC,0,-14.726645,0,-4506.407673,0,0
Month & Year to Date Performance Summary,Data,Stocks,MOS,MOSAIC CO/THE,0,-369.41855725,0,759.870553,0,0
Month & Year to Date Performance Summary,Data,Stocks,MRK,MERCK & CO INC,0,-1199.0925,0,-170.188338,0,0
Month & Year to Date Performance Summary,Data,Stocks,MRO,MARATHON OIL CORP,0,-1152.9039145,0,-895.469118,0,0
Month & Year to Date Performance Summary,Data,Stocks,MSFT,MICROSOFT CORP,828,14514.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NEE,NEXTERA ENERGY INC,0,-2673.60583225,0,310.884563,0,0
Month & Year to Date Performance Summary,Data,Stocks,NKE,NIKE INC -CL B,157,-228.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NTES,NETEASE INC-ADR,0,-1263.0625,0,260.493845,0,0
Month & Year to Date Performance Summary,Data,Stocks,NUE,NUCOR CORP,1642,1769,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NXPI,NXP SEMICONDUCTORS NV,1025,1518.81974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,ORCL,ORACLE CORP,0,-1424.169075,0,594.735301,0,0
Month & Year to Date Performance Summary,Data,Stocks,PARA,PARAMOUNT GLOBAL-CLASS B,260,22,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,PHM,PULTE GROUP INC,87.62974275,87.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,QCOM,QUALCOMM INC,0,-3957.9255145,0,249.899358,0,0
Month & Year to Date Performance Summary,Data,Stocks,QQQM,INVESCO NASDAQ 100 ETF,518,3899.43,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SBNY,SIGNATURE BANK,0,-4436.45275725,0,-6046.751807,0,0
Month & Year to Date Performance Summary,Data,Stocks,SCHW,SCHWAB (CHARLES) CORP,128,-2879,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SIG,SIGNET JEWELERS LTD,0,-1214.43275725,0,323.490952,0,0
Month & Year to Date Performance Summary,Data,Stocks,SQM,QUIMICA Y MINERA CHIL-SP ADR,0,-1318.44075725,0,-1510.689807,0,0
Month & Year to Date Performance Summary,Data,Stocks,STLD,STEEL DYNAMICS INC,1830,-8858.92187175,0,-2018.685786,0,0
Month & Year to Date Performance Summary,Data,Stocks,STNG,SCORPIO TANKERS INC,-166,-1850.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,STX,SEAGATE TECHNOLOGY HOLDINGS,285.62974275,285.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SWKS,SKYWORKS SOLUTIONS INC,0,-1113.1977,0,-366.292729,0,0
Month & Year to Date Performance Summary,Data,Stocks,TD,TORONTO-DOMINION BANK,239,-176.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,TGT,TARGET CORP,-337,-3604.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,TROX,TRONOX HOLDINGS PLC,0,-142.08854,0,-341.067408,0,0
Month & Year to Date Performance Summary,Data,Stocks,TSM,TAIWAN SEMICONDUCTOR-SP ADR,847,-884.0198145,0,326.850742,0,0
Month & Year to Date Performance Summary,Data,Stocks,TXN,TEXAS INSTRUMENTS INC,0,-1022.36945,0,368.155477,0,0
Month & Year to Date Performance Summary,Data,Stocks,VALE,VALE SA-SP ADR,0,-961.68425,0,149.801478,0,0
Month & Year to Date Performance Summary,Data,Stocks,XLK,TECHNOLOGY SELECT SECT SPDR,534,4549.55,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,XLY,CONSUMER DISCRETIONARY SELT,1236,3524.02,0,0,0,0
Month & Year to Date Performance Summary,Data,Total,,,8866.98963525,-20425.0636535,4393.40033975,-21611.81586725,0,-391.122176
Month & Year to Date Performance Summary,Data,Equity and Index Options,ACI   230120P00020000,ACI 20JAN23 20 P,0,-15,0,-53.0763,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ACI   230217P00020000,ACI 17FEB23 20 P,0,-26.3263,0,-26.3263,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ACI   230421C00022000,ACI 21APR23 22 C,0,17.197317,0,17.197317,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,AEM   230120P00030000,AEM 20JAN23 30 P,0,-0.01,0,-11.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,AEM   230120C00040000,AEM 20JAN23 40 C,0,1212.97,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ALL   230120C00125000,ALL 20JAN23 125 C,0,1132.84,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421P00027500,APA 21APR23 27.5 P,0,-119.8781106,0,-119.8781106,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421C00032500,APA 21APR23 32.5 C,0,-349.402476,0,-349.402476,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421C00035000,APA 21APR23 35 C,0,120.597412,0,120.597412,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421C00037500,APA 21APR23 37.5 C,0,815.2383073,0,815.238307,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230519C00032500,APA 19MAY23 32.5 C,0,581.594556,0,581.594556,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230519P00034500,APA 19MAY23 34.5 P,0,-21.332452,0,-21.332452,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230616C00031000,APA 16JUN23 31 C,-40.27,-93.00253,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230616C00032500,APA 16JUN23 32.5 C,0,79.598236,0,79.598236,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230616P00035000,APA 16JUN23 35 P,-140.04,-138.57905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BBY   230519C00067500,BBY 19MAY23 67.5 C,0,1148.93931,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BOH   230616C00030000,BOH 16JUN23 30 C,-620.94155,-395.112672,-395.112672,-395.112672,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BX    230721C00070000,BX 21JUL23 70 C,-356.45,-182.526538,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,C     230616C00040000,C 16JUN23 40 C,-392.97,-161.857018,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230120P00085000,CF 20JAN23 85 P,0,-198.6437273,0,-122.6928773,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230120C00090000,CF 20JAN23 90 C,0,165,0,1955.903855,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230217P00080000,CF 17FEB23 80 P,0,-44.2831826,0,-44.2831826,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230217C00083000,CF 17FEB23 83 C,0,-241.2970825,0,-241.297082,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230217C00090000,CF 17FEB23 90 C,0,93.067138,0,93.067138,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00071000,CF 31MAR23 71 C,0,108.097068,0,108.097068,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00073000,CF 31MAR23 73 C,0,83.697124,0,83.697124,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00076000,CF 31MAR23 76 C,0,162.696796,0,162.696796,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00079000,CF 31MAR23 79 C,0,120.6969,0,120.6969,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331P00079000,CF 31MAR23 79 P,0,-245.18905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00081000,CF 31MAR23 81 C,0,290.6874833,0,290.687483,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00083000,CF 31MAR23 83 C,0,0.689842,0,0.689842,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00085000,CF 31MAR23 85 C,0,358.683659,0,358.683659,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMA   230721C00035000,CMA 21JUL23 35 C,70.012478,70.012478,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMRE  230120P00007500,CMRE 20JAN23 7.5 P,0,-2.3,0,-49.69075,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMRE  230120C00009500,CMRE 20JAN23 9.5 C,0,125.15,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230120P00005000,CPG 20JAN23 5 P,0,-0.12,0,-59.1789,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230120C00007500,CPG 20JAN23 7.5 C,0,98.1211,0,597.764921,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230217P00005000,CPG 17FEB23 5 P,0,-51.1289,0,-51.1289,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230217C00007500,CPG 17FEB23 7.5 C,0,162.9527044,0,162.952706,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230421C00007500,CPG 21APR23 7.5 C,0,93.2431876,0,93.243188,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230421P00007500,CPG 21APR23 7.5 P,0,-215.851192,0,-215.851192,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CSCO  230421C00042500,CSCO 21APR23 42.5 C,0,-309.7547311,0,-309.754731,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CSCO  230519C00045000,CSCO 19MAY23 45 C,0,729.29267,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230317P00011000,CVE 17MAR23 11 P,0,-12.94,0,-19.0813,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230317C00015000,CVE 17MAR23 15 C,0,407.5719,0,289.346592,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230616C00015000,CVE 16JUN23 15 C,-101.98,334.261588,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230616P00015000,CVE 16JUN23 15 P,-20,-132.24905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CWH   230915C00026000,CWH 15SEP23 26 C,13.73539,13.73539,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00110000,DKS 16JUN23 110 C,-748.53,286.585846,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00122000,DKS 16JUN23 122 C,-619.26,-947.05469,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00125000,DKS 16JUN23 125 C,0,179.695884,0,179.695884,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00130000,DKS 16JUN23 130 C,0,1987.281676,0,1987.281676,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616P00130000,DKS 16JUN23 130 P,-490.51,-800.29905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EBAY  230721C00040000,EBAY 21JUL23 40 C,-192.31,-68.885402,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230120C00005000,EGY 20JAN23 5 C,0,-25.09335,0,630.725978,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230217C00005000,EGY 17FEB23 5 C,0,285.3780948,0,285.378095,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230421C00004000,EGY 21APR23 4 C,0,215.484846,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230421P00004000,EGY 21APR23 4 P,0,-358.49145,0,-358.49145,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230421C00005000,EGY 21APR23 5 C,0,60.3920485,0,60.392049,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EOG   230120P00110200,EOG 20JAN23 110.2 P,0,-37.79,0,-114.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EOG   230120C00120200,EOG 20JAN23 120.2 C,0,1071.41,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EQT   230616C00027000,EQT 16JUN23 27 C,-346.97,-462.506874,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FDX   230317P00140000,FDX 17MAR23 140 P,0,-190.7915289,0,-200.8296789,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FDX   230317C00150000,FDX 17MAR23 150 C,0,-3088.09905,0,-3118.802561,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FDX   230616C00155000,FDX 16JUN23 155 C,6319.84,5641.253374,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FL    230519P00027500,FL 19MAY23 27.5 P,0,-40.7641746,0,-40.7641746,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FL    230519C00032500,FL 19MAY23 32.5 C,0,1530.5787372,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,GM    230519C00030000,GM 19MAY23 30 C,0,679.943062,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421P00045000,HAS 21APR23 45 P,0,-115.24905,0,-115.24905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00047500,HAS 21APR23 47.5 C,0,-186.302908,0,-186.302908,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00050000,HAS 21APR23 50 C,0,80.697292,0,80.697292,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00052500,HAS 21APR23 52.5 C,0,120.697164,0,120.697164,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00055000,HAS 21APR23 55 C,0,946.2845746,0,946.284575,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230519C00047500,HAS 19MAY23 47.5 C,0,-402.304836,0,-402.304836,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230519P00050000,HAS 19MAY23 50 P,0,-168.64905,0,-168.64905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230721C00050000,HAS 21JUL23 50 C,-204.17,-426.007914,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317C00035000,HP 17MAR23 35 C,0,-6.502392,0,-6.502392,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317P00035000,HP 17MAR23 35 P,0,44.236691,0,44.236691,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317C00037500,HP 17MAR23 37.5 C,0,183.497128,0,183.497128,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317C00040000,HP 17MAR23 40 C,0,1620.3296106,0,1620.32961,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230421P00032500,HP 21APR23 32.5 P,0,-305.2481,0,-305.2481,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230421C00035000,HP 21APR23 35 C,0,60.445104,0,60.445104,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230519C00032500,HP 19MAY23 32.5 C,0,274.746304,0,274.746304,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230519C00035000,HP 19MAY23 35 C,0,481.444,0,481.444,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230519P00035000,HP 19MAY23 35 P,0,222.69516,0,222.69516,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230616C00032500,HP 16JUN23 32.5 C,-173.62,44.374308,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230616P00035000,HP 16JUN23 35 P,-522.56,-289.1581,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230120P00023000,HPQ 20JAN23 23 P,0,-12,0,-36.0763,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230120C00025000,HPQ 20JAN23 25 C,0,-97.8763,0,288.704124,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230217C00025000,HPQ 17FEB23 25 C,0,-521.3126536,0,-521.312654,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230519C00027000,HPQ 19MAY23 27 C,0,200.6597298,0,200.65973,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230519P00027000,HPQ 19MAY23 27 P,0,-154.5581,0,-154.5581,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230616C00027000,HPQ 16JUN23 27 C,-226.6581,20.673432,20.673432,20.673432,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230616P00030000,HPQ 16JUN23 30 P,-220.5,-166.6581,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230818C00027000,HPQ 18AUG23 27 C,-31.188772,-31.188772,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,JWN   230616C00014500,JWN 16JUN23 14.5 C,-800.22,-717.968904,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,KLIC  230120C00044000,KLIC 20JAN23 44 C,0,205.11,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,KSS   230616C00018000,KSS 16JUN23 18 C,93.4,242.946558,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,M     230721C00014000,M 21JUL23 14 C,-40.548816,-40.548816,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230120P00007500,METC 20JAN23 7.5 P,0,-60,0,-91.4526,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230120C00010000,METC 20JAN23 10 C,0,-23.7526,0,43.783148,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230217P00007500,METC 17FEB23 7.5 P,0,-31.1526,0,-31.1526,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230217C00010000,METC 17FEB23 10 C,0,-75.9146056,0,-75.914606,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230317C00010000,METC 17MAR23 10 C,0,437.8340098,0,437.83401,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230317P00029750,MOS 17MAR23 29.75 P,0,-17.03815,0,-17.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230317C00040000,MOS 17MAR23 40 C,0,-622.7572272,0,-622.757227,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230421P00042250,MOS 21APR23 42.25 P,0,-173.62905,0,-173.62905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230421C00042500,MOS 21APR23 42.5 C,0,1174.28911,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRK   230217P00090000,MRK 17FEB23 90 P,0,-9.3407503,0,-26.8789003,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRK   230217C00097500,MRK 17FEB23 97.5 C,0,496.54095,0,362.230438,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRK   230421C00097500,MRK 21APR23 97.5 C,0,1051.2744192,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRO   230317P00021000,MRO 17MAR23 21 P,0,-16.8506,0,-16.8506,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRO   230317C00021500,MRO 17MAR23 21.5 C,0,119.33606,0,119.33606,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRO   230317C00023000,MRO 17MAR23 23 C,0,94.677976,0,94.677976,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRO   230317C00024000,MRO 17MAR23 24 C,0,731.9404038,0,731.940404,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MRO   230421C00021500,MRO 21APR23 21.5 C,0,277.434796,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MSFT  230317P00190000,MSFT 17MAR23 190 P,0,-159.041506,0,-228.079656,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MSFT  230317C00200000,MSFT 17MAR23 200 C,0,-1731.43905,0,-2001.834484,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MSFT  230721C00205000,MSFT 21JUL23 205 C,-212.45,-6526.3955997,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MSFT  230721C00245000,MSFT 21JUL23 245 C,-187.63,-4679.494874,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NEE   230120P00062500,NEE 20JAN23 62.5 P,0,-2.75,0,-86.04915,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NEE   230120C00067500,NEE 20JAN23 67.5 C,0,1630.16,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NEE   230616C00065000,NEE 16JUN23 65 C,0,1212.938798,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NKE   230630C00100000,NKE 30JUN23 100 C,-68.4,249.739454,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NTES  230317P00050000,NTES 17MAR23 50 P,0,-62.801719,0,-69.339869,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NTES  230317C00060000,NTES 17MAR23 60 C,0,1508.65,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NUE   230120C00130000,NUE 20JAN23 130 C,0,-2287.46815,0,-552.431631,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NUE   230217C00130000,NUE 17FEB23 130 C,0,-1008.4577904,0,-1008.45779,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NUE   230721C00130000,NUE 21JUL23 130 C,-1108.56,-1225.817578,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NUE   230721C00135000,NUE 21JUL23 135 C,0,3490.507402,0,3490.507402,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NUE   230721P00135000,NUE 21JUL23 135 P,-653.04,-784.19905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NXPI  230421P00130000,NXPI 21APR23 130 P,0,-44.3306865,0,-44.3306865,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NXPI  230421C00140000,NXPI 21APR23 140 C,0,270.2234316,0,270.223432,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,NXPI  230616C00140000,NXPI 16JUN23 140 C,-1007.07,-1105.68213,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ORCL  230120C00067500,ORCL 20JAN23 67.5 C,0,1433.57,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,PARA  230120P00015000,PARA 20JAN23 15 P,0,-44,0,-76.6363,0,0
