Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Canada Inc.
Statement,Data,BrokerAddress,"1800 McGill College Avenue, Suite 2106, Montreal, Quebec, Canada  H3A 3J6"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 21, 2023"
Statement,Data,WhenGenerated,"2023-07-22, 06:27:52 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,John Smith
Account Information,Data,Account Alias,RRSP
Account Information,Data,Account,U1234567
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Registered Retirement Savings Plan
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,19032.472736799,50542.133452072,0,50542.133452072,31509.660715273
Net Asset Value,Data,Stock,306150,261036,0,261036,-45114
Net Asset Value,Data,Options,-48564.76,2016.61,-36878.05,-34861.44,13703.32
Net Asset Value,Data,Interest Accruals,2.45,2.45,0,2.45,0
Net Asset Value,Data,Dividend Accruals,830,830,0,830,0
Net Asset Value,Data,Total,277450.162736799,314427.193452072,-36878.05,277549.143452072,98.980715273
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.035675133%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,277450.162736799
Change in NAV,Data,Mark-to-Market,105.31998752
Change in NAV,Data,Commissions,-6.33927225
Change in NAV,Data,Ending Value,277549.143452072
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Month & Year to Date Performance Summary,Data,Stocks,DELL,DELL TECHNOLOGIES -C,-123.37025725,-123.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,DKS,DICK'S SPORTING GOODS INC,-70,-3947.8430145,0,458.453089,0,0
Month & Year to Date Performance Summary,Data,Stocks,EBAY,EBAY INC,0,129.1087135,0,104.10871375,0,0
Month & Year to Date Performance Summary,Data,Stocks,EGY,VAALCO ENERGY INC,0,-447.9093,0,-3832.80677,0,0
Month & Year to Date Performance Summary,Data,Stocks,EOG,EOG RESOURCES INC,0,-932.289758,0,118.241329,0,0
Month & Year to Date Performance Summary,Data,Stocks,EQT,EQT CORP,0,-590.40635725,0,66.536769,0,0
Month & Year to Date Performance Summary,Data,Stocks,F,FORD MOTOR CO,-109.31077175,-109.31077175,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,FCX,FREEPORT-MCMORAN INC,1038.0856965,1219.245182,1219.245183,1219.245183,0,0
Month & Year to Date Performance Summary,Data,Stocks,FDX,FEDEX CORPORATION,0,-1705.1385,0,3873.744617,0,0
Month & Year to Date Performance Summary,Data,Stocks,FL,FOOT LOCKER INC,-295.31077175,-1510.33228625,0,315.557224,0,0
Month & Year to Date Performance Summary,Data,Stocks,GM,GENERAL MOTORS CO,0,-620.40875725,0,59.534305,0,0
Month & Year to Date Performance Summary,Data,Stocks,HAS,HASBRO INC,-1477.0545,-1375.42475725,-713.082671,-713.082671,0,0
Month & Year to Date Performance Summary,Data,Stocks,HASI,HANNON ARMSTRONG SUSTAINABLE,1045.5,673.18922825,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,HP,HELMERICH & PAYNE,1136,-1101.8405145,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,HPQ,HP INC,358.5,1231.5,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,JWN,NORDSTROM INC,0,-296.8927145,0,91.698382,0,0
Month & Year to Date Performance Summary,Data,Stocks,KLIC,KULICKE & SOFFA INDUSTRIES,0,-7.11526,0,-1003.139358,0,0
Month & Year to Date Performance Summary,Data,Stocks,KSS,KOHLS CORP,0,-171.39915725,0,71.547401,0,0
Month & Year to Date Performance Summary,Data,Stocks,M,MACYS INC,82.0844055,132.243891,99.1638915,99.1638915,0,0
Month & Year to Date Performance Summary,Data,Stocks,METC,RAMACO RESOURCES INC,0,-14.726645,0,-4506.407673,0,0
Month & Year to Date Performance Summary,Data,Stocks,MOS,MOSAIC CO/THE,0,-369.41855725,0,759.870553,0,0
Month & Year to Date Performance Summary,Data,Stocks,MRK,MERCK & CO INC,0,-1199.0925,0,-170.188338,0,0
Month & Year to Date Performance Summary,Data,Stocks,MRO,MARATHON OIL CORP,0,-1152.9039145,0,-895.469118,0,0
Month & Year to Date Performance Summary,Data,Stocks,MS,MORGAN STANLEY,-35.37025725,-35.37025725,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,MSFT,MICROSOFT CORP,-13554.1785,2335.6969495,-1285.394357,8782.48109275,0,0
Month & Year to Date Performance Summary,Data,Stocks,NEE,NEXTERA ENERGY INC,0,-2673.60583225,0,310.884563,0,0
Month & Year to Date Performance Summary,Data,Stocks,NKE,NIKE INC -CL B,-1003.0945,-877.46475725,219.474697,219.474697,0,0
Month & Year to Date Performance Summary,Data,Stocks,NOG,NORTHERN OIL AND GAS INC,657,1154.68922825,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NTAP,NETAPP INC,311,630.62974275,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NTES,NETEASE INC-ADR,0,-1263.0625,0,260.493845,0,0
Month & Year to Date Performance Summary,Data,Stocks,NTR,NUTRIEN LTD,528.46419475,546.0939375,493.09393775,493.09393775,0,0
Month & Year to Date Performance Summary,Data,Stocks,NUE,NUCOR CORP,-15,3304,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,NXPI,NXP SEMICONDUCTORS NV,86.19,-3330.11675725,0,326.821113,0,0
Month & Year to Date Performance Summary,Data,Stocks,ORCL,ORACLE CORP,0,-1424.169075,0,594.735301,0,0
Month & Year to Date Performance Summary,Data,Stocks,PARA,PARAMOUNT GLOBAL-CLASS B,-68,-166,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,PHM,PULTE GROUP INC,16,702.0818735,0,686.08187375,0,0
Month & Year to Date Performance Summary,Data,Stocks,QCOM,QUALCOMM INC,0,-3957.9255145,0,249.899358,0,0
Month & Year to Date Performance Summary,Data,Stocks,QQQM,INVESCO NASDAQ 100 ETF,256,4548.1,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SBNY,SIGNATURE BANK,0,-4436.45275725,0,-6046.751807,0,0
Month & Year to Date Performance Summary,Data,Stocks,SCHW,SCHWAB (CHARLES) CORP,980,-1628,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SIG,SIGNET JEWELERS LTD,0,-1214.43275725,0,323.490952,0,0
Month & Year to Date Performance Summary,Data,Stocks,SKT,TANGER FACTORY OUTLET CENTER,-70.11077175,-70.11077175,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SLG,SL GREEN REALTY CORP,81.24,1079.4039885,0,998.16398925,0,0
Month & Year to Date Performance Summary,Data,Stocks,SM,SM ENERGY CO,129.1594855,129.1594855,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,SQM,QUIMICA Y MINERA CHIL-SP ADR,0,-1318.44075725,0,-1510.689807,0,0
Month & Year to Date Performance Summary,Data,Stocks,STLD,STEEL DYNAMICS INC,-1641,-8923.92187175,0,-2018.685786,0,0
Month & Year to Date Performance Summary,Data,Stocks,STNG,SCORPIO TANKERS INC,276.9455,-1236.42475725,-1791.673807,-1791.673807,0,0
Month & Year to Date Performance Summary,Data,Stocks,STT,STATE STREET CORP,0,-625.43675725,0,48.506353,0,0
Month & Year to Date Performance Summary,Data,Stocks,STX,SEAGATE TECHNOLOGY HOLDINGS,99.96536275,231.5951055,179.09510575,179.09510575,0,0
Month & Year to Date Performance Summary,Data,Stocks,SWKS,SKYWORKS SOLUTIONS INC,0,-1113.1977,0,-366.292729,0,0
Month & Year to Date Performance Summary,Data,Stocks,TD,TORONTO-DOMINION BANK,-1201.0545,-1075.42475725,89.514425,89.514425,0,0
Month & Year to Date Performance Summary,Data,Stocks,TGT,TARGET CORP,809.8735,-2252.49675725,-3011.535807,-3011.535807,0,0
Month & Year to Date Performance Summary,Data,Stocks,TROX,TRONOX HOLDINGS PLC,0,-142.08854,0,-341.067408,0,0
Month & Year to Date Performance Summary,Data,Stocks,TSM,TAIWAN SEMICONDUCTOR-SP ADR,34.68,-1049.80861975,0,966.01167975,0,0
Month & Year to Date Performance Summary,Data,Stocks,TXN,TEXAS INSTRUMENTS INC,0,-1022.36945,0,368.155477,0,0
Month & Year to Date Performance Summary,Data,Stocks,USB,US BANCORP,992.9704375,1134.229923,1038.2299235,1038.2299235,0,0
Month & Year to Date Performance Summary,Data,Stocks,VALE,VALE SA-SP ADR,0,-961.68425,0,149.801478,0,0
Month & Year to Date Performance Summary,Data,Stocks,WWW,WOLVERINE WORLD WIDE INC,-976,-805.881029,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,XLK,TECHNOLOGY SELECT SECT SPDR,227,5236.71,0,0,0,0
Month & Year to Date Performance Summary,Data,Stocks,XLY,CONSUMER DISCRETIONARY SELT,117,4258.46,0,0,0,0
Month & Year to Date Performance Summary,Data,Total,,,-8038.68581975,-28381.67695575,-2526.4185355,-10636.5534335,0,-391.122176
Month & Year to Date Performance Summary,Data,Equity and Index Options,ABBV  230818C00125000,ABBV 18AUG23 125 C,-658.51181,-658.51181,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ACI   230120P00020000,ACI 20JAN23 20 P,0,-15,0,-53.0763,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ACI   230217P00020000,ACI 17FEB23 20 P,0,-26.3263,0,-26.3263,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ACI   230421C00022000,ACI 21APR23 22 C,0,17.197317,0,17.197317,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,AEM   230120P00030000,AEM 20JAN23 30 P,0,-0.01,0,-11.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,AEM   230120C00040000,AEM 20JAN23 40 C,0,1212.97,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,ALL   230120C00125000,ALL 20JAN23 125 C,0,1132.84,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421P00027500,APA 21APR23 27.5 P,0,-119.8781106,0,-119.8781106,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421C00032500,APA 21APR23 32.5 C,0,-349.402476,0,-349.402476,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421C00035000,APA 21APR23 35 C,0,120.597412,0,120.597412,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230421C00037500,APA 21APR23 37.5 C,0,815.2383073,0,815.238307,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230519C00032500,APA 19MAY23 32.5 C,0,581.594556,0,581.594556,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230519P00034500,APA 19MAY23 34.5 P,0,-21.332452,0,-21.332452,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230616C00031000,APA 16JUN23 31 C,0,-242.40158,0,-242.40158,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230616C00032500,APA 16JUN23 32.5 C,0,79.598236,0,79.598236,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230616P00035000,APA 16JUN23 35 P,0,-271.40114,0,-271.40114,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230728C00031000,APA 28JUL23 31 C,4.96095,91.595964,91.595964,91.595964,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230728C00034000,APA 28JUL23 34 C,-121.401588,-121.401588,-121.401588,-121.401588,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230728P00035000,APA 28JUL23 35 P,-187.42,-227.84905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230825C00031000,APA 25AUG23 31 C,-358.104012,-358.104012,-358.104012,-358.104012,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   230825C00034000,APA 25AUG23 34 C,-190.634162,-190.634162,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,APA   231020C00032500,APA 20OCT23 32.5 C,-39.537082,-39.537082,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BBY   230519C00067500,BBY 19MAY23 67.5 C,0,1148.93931,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BMY   230915C00060000,BMY 15SEP23 60 C,-69,49.63363,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BOH   230616C00030000,BOH 16JUN23 30 C,0,-395.112672,0,-395.112672,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,BX    230721C00070000,BX 21JUL23 70 C,-201.19155,-645.118088,-645.118088,-645.118088,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,C     230616C00040000,C 16JUN23 40 C,0,689.942982,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230120P00085000,CF 20JAN23 85 P,0,-198.6437273,0,-122.6928773,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230120C00090000,CF 20JAN23 90 C,0,165,0,1955.903855,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230217P00080000,CF 17FEB23 80 P,0,-44.2831826,0,-44.2831826,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230217C00083000,CF 17FEB23 83 C,0,-241.2970825,0,-241.297082,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230217C00090000,CF 17FEB23 90 C,0,93.067138,0,93.067138,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00071000,CF 31MAR23 71 C,0,108.097068,0,108.097068,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00073000,CF 31MAR23 73 C,0,83.697124,0,83.697124,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00076000,CF 31MAR23 76 C,0,162.696796,0,162.696796,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00079000,CF 31MAR23 79 C,0,120.6969,0,120.6969,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331P00079000,CF 31MAR23 79 P,0,-245.18905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00081000,CF 31MAR23 81 C,0,290.6874833,0,290.687483,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00083000,CF 31MAR23 83 C,0,0.689842,0,0.689842,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CF    230331C00085000,CF 31MAR23 85 C,0,358.683659,0,358.683659,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CFG   231020C00025000,CFG 20OCT23 25 C,-70.121994,-70.121994,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMA   230721C00035000,CMA 21JUL23 35 C,-530.67155,-566.109072,-566.109072,-566.109072,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMCSA 230818C00037500,CMCSA 18AUG23 37.5 C,-257.36,-380.19148,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMRE  230120P00007500,CMRE 20JAN23 7.5 P,0,-2.3,0,-49.69075,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CMRE  230120C00009500,CMRE 20JAN23 9.5 C,0,125.15,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,COP   230728C00094000,COP 28JUL23 94 C,-64.07155,-190.110384,-190.110384,-190.110384,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230120P00005000,CPG 20JAN23 5 P,0,-0.12,0,-59.1789,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230120C00007500,CPG 20JAN23 7.5 C,0,98.1211,0,597.764921,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230217P00005000,CPG 17FEB23 5 P,0,-51.1289,0,-51.1289,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230217C00007500,CPG 17FEB23 7.5 C,0,162.9527044,0,162.952706,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230421C00007500,CPG 21APR23 7.5 C,0,93.2431876,0,93.243188,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CPG   230421P00007500,CPG 21APR23 7.5 P,0,-215.851192,0,-215.851192,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CSCO  230421C00042500,CSCO 21APR23 42.5 C,0,-309.7547311,0,-309.754731,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CSCO  230519C00045000,CSCO 19MAY23 45 C,0,729.29267,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230317P00011000,CVE 17MAR23 11 P,0,-12.94,0,-19.0813,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230317C00015000,CVE 17MAR23 15 C,0,407.5719,0,289.346592,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230616C00015000,CVE 16JUN23 15 C,0,678.741588,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CVE   230616P00015000,CVE 16JUN23 15 P,0,-137.24905,0,-137.24905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,CWH   230915C00026000,CWH 15SEP23 26 C,-101.89,-202.06461,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DAL   230818C00042000,DAL 18AUG23 42 C,-182.61,-411.24009,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DELL  230825C00050000,DELL 25AUG23 50 C,111.844286,111.844286,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00110000,DKS 16JUN23 110 C,0,2831.925846,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00122000,DKS 16JUN23 122 C,0,-884.30374,0,-884.30374,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00125000,DKS 16JUN23 125 C,0,179.695884,0,179.695884,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616C00130000,DKS 16JUN23 130 C,0,1987.281676,0,1987.281676,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230616P00130000,DKS 16JUN23 130 P,0,-850.29905,0,-850.29905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230728C00123000,DKS 28JUL23 123 C,17.42095,257.688948,257.688948,257.688948,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230728P00130000,DKS 28JUL23 130 P,-255.29905,-255.29905,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,DKS   230825C00125000,DKS 25AUG23 125 C,146.65887,146.65887,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EBAY  230721C00040000,EBAY 21JUL23 40 C,0,-77.106952,0,-77.106952,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230120C00005000,EGY 20JAN23 5 C,0,-25.09335,0,630.725978,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230217C00005000,EGY 17FEB23 5 C,0,285.3780948,0,285.378095,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230421C00004000,EGY 21APR23 4 C,0,215.484846,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230421P00004000,EGY 21APR23 4 P,0,-358.49145,0,-358.49145,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EGY   230421C00005000,EGY 21APR23 5 C,0,60.3920485,0,60.392049,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EOG   230120P00110200,EOG 20JAN23 110.2 P,0,-37.79,0,-114.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EOG   230120C00120200,EOG 20JAN23 120.2 C,0,1071.41,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,EQT   230616C00027000,EQT 16JUN23 27 C,0,671.943126,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,F     230818C00013000,F 18AUG23 13 C,98.83967,98.83967,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FCX   230818C00035000,FCX 18AUG23 35 C,-896.174176,-1040.847496,-1040.847496,-1040.847496,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FDX   230317P00140000,FDX 17MAR23 140 P,0,-190.7915289,0,-200.8296789,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FDX   230317C00150000,FDX 17MAR23 150 C,0,-3088.09905,0,-3118.802561,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FDX   230616C00155000,FDX 16JUN23 155 C,0,5641.253374,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FL    230519P00027500,FL 19MAY23 27.5 P,0,-40.7641746,0,-40.7641746,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FL    230519C00032500,FL 19MAY23 32.5 C,0,1530.5787372,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,FL    230818C00022500,FL 18AUG23 22.5 C,173.693238,173.693238,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,GM    230519C00030000,GM 19MAY23 30 C,0,679.943062,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421P00045000,HAS 21APR23 45 P,0,-115.24905,0,-115.24905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00047500,HAS 21APR23 47.5 C,0,-186.302908,0,-186.302908,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00050000,HAS 21APR23 50 C,0,80.697292,0,80.697292,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00052500,HAS 21APR23 52.5 C,0,120.697164,0,120.697164,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230421C00055000,HAS 21APR23 55 C,0,946.2845746,0,946.284575,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230519C00047500,HAS 19MAY23 47.5 C,0,-402.304836,0,-402.304836,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230519P00050000,HAS 19MAY23 50 P,0,-168.64905,0,-168.64905,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HAS   230721C00050000,HAS 21JUL23 50 C,1502.19,802.342086,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HASI  230818C00022500,HASI 18AUG23 22.5 C,-791.67,-497.20733,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317C00035000,HP 17MAR23 35 C,0,-6.502392,0,-6.502392,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317P00035000,HP 17MAR23 35 P,0,44.236691,0,44.236691,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317C00037500,HP 17MAR23 37.5 C,0,183.497128,0,183.497128,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230317C00040000,HP 17MAR23 40 C,0,1620.3296106,0,1620.32961,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230421P00032500,HP 21APR23 32.5 P,0,-305.2481,0,-305.2481,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230421C00035000,HP 21APR23 35 C,0,60.445104,0,60.445104,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230519C00032500,HP 19MAY23 32.5 C,0,274.746304,0,274.746304,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230519C00035000,HP 19MAY23 35 C,0,481.444,0,481.444,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230519P00035000,HP 19MAY23 35 P,0,222.69516,0,222.69516,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230616C00032500,HP 16JUN23 32.5 C,0,-114.903792,0,-114.903792,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230616P00035000,HP 16JUN23 35 P,0,-486.252008,0,-486.252008,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230721C00032500,HP 21JUL23 32.5 C,18.6319,-11.156224,-11.156224,-11.156224,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230721C00035000,HP 21JUL23 35 C,-234.553304,-234.553304,-234.553304,-234.553304,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230721P00035000,HP 21JUL23 35 P,-190,-392.2481,-392.2481,-392.2481,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HP    230818C00035000,HP 18AUG23 35 C,-588.668348,-588.668348,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230120P00023000,HPQ 20JAN23 23 P,0,-12,0,-36.0763,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230120C00025000,HPQ 20JAN23 25 C,0,-97.8763,0,288.704124,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230217C00025000,HPQ 17FEB23 25 C,0,-521.3126536,0,-521.312654,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230519C00027000,HPQ 19MAY23 27 C,0,200.6597298,0,200.65973,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230519P00027000,HPQ 19MAY23 27 P,0,-154.5581,0,-154.5581,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230616C00027000,HPQ 16JUN23 27 C,0,20.673432,0,20.673432,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230616P00030000,HPQ 16JUN23 30 P,0,-218.6581,0,-218.6581,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,HPQ   230818C00027000,HPQ 18AUG23 27 C,-274.34,-353.668772,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,JWN   230616C00014500,JWN 16JUN23 14.5 C,0,426.591096,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,KLIC  230120C00044000,KLIC 20JAN23 44 C,0,205.11,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,KSS   230616C00018000,KSS 16JUN23 18 C,0,242.946558,0,0,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,M     230721C00014000,M 21JUL23 14 C,-41.6031,-57.811916,-57.811916,-57.811916,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230120P00007500,METC 20JAN23 7.5 P,0,-60,0,-91.4526,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230120C00010000,METC 20JAN23 10 C,0,-23.7526,0,43.783148,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230217P00007500,METC 17FEB23 7.5 P,0,-31.1526,0,-31.1526,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230217C00010000,METC 17FEB23 10 C,0,-75.9146056,0,-75.914606,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,METC  230317C00010000,METC 17MAR23 10 C,0,437.8340098,0,437.83401,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230317P00029750,MOS 17MAR23 29.75 P,0,-17.03815,0,-17.03815,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230317C00040000,MOS 17MAR23 40 C,0,-622.7572272,0,-622.757227,0,0
Month & Year to Date Performance Summary,Data,Equity and Index Options,MOS   230421P00042250,MOS 21APR23 42.25 P,0,-173.62905,0,-173.62905,0,0
